year,borough_code,percent_recycled
2017,317,14.278378835643059
2017,318,17.624232845038854
2017,401,23.237789931015573
2017,402,21.502593645263513
2017,403,14.861491844085101
2017,404,15.473566379782554
2017,405,25.266666018496895
2017,406,21.771711040117836
2017,407,19.781495959970684
2017,408,20.689275086240183
2017,409,20.007616433841452
2017,410,21.777345382854595
2017,411,30.191596448229348
2017,412,16.094012534293014
2017,413,18.991386547759667
2017,414,14.574166017356184
2017,501,22.032251682738064
2017,502,20.72937605126006
2017,503,20.775805420814283
2018,101,31.822169339902697
2018,102,28.813110545530492
2018,103,18.031489433300607
2018,104,27.510915739494667
2018,105,25.72585069829044
2018,106,25.965936131982644
2018,107,28.514445154417597
2018,108,27.890897348801207
2018,109,19.742299466249673
2018,110,15.69080694864436
2018,111,15.284178101502873
2018,112,16.816966382208292
2018,201,11.91802176316954
2018,202,14.160619089265298
2018,203,13.058298673699682
2018,204,12.334900217350457
2018,205,12.764598224373236
2018,206,12.89467767184597
2018,207,15.919222303993777
2018,208,24.11236933156449
2018,209,12.392471827801984
2018,210,24.758826602903756
2018,211,19.60894493383883
2018,212,23.590260302778336
2018,301,17.778945625812355
2018,302,28.546137745440546
2018,303,14.802924118201325
2018,304,16.754846679626393
2018,305,12.411104012079134
2018,306,34.1999264228496
2018,307,22.136171576932693
2018,308,17.395307190076238
2018,309,14.144098594586813
2018,310,25.07109148097159
2018,311,19.74119867499755
2018,312,15.975447492984374
2018,313,17.24024574377556
2018,314,15.253289495873107
2018,315,21.164071181430785
2018,316,12.05397023847839
2018,317,14.491661910759694
2018,318,17.455395603969937
2018,401,23.55120680257816
2018,402,23.094329293488187
2018,403,14.790643699813716
2018,404,15.647031788474232
2018,405,23.917889333314324
2018,406,21.964595786893153
2018,407,21.79823623343871
2018,408,21.157995136014268
2018,409,23.19790622341817
2018,410,20.59632036745975
2018,411,27.92866983755803
2018,412,16.166709936916064
2018,413,23.213992699921437
2018,414,16.505016035215995
2018,501,22.381708735417376
2018,502,20.41218128578013
2018,503,20.66384028909226
2019,101,33.321612747504325
2019,102,29.872936449600974
2019,103,17.891729266519235
2019,104,28.727106072130795
2019,105,26.919080575224555
2019,106,26.69080248878784
2019,107,29.13675134525516
2019,108,28.333311148439606
2019,109,20.4532006647182
2019,110,16.636784639279423
2019,111,15.096520676982564
2019,112,17.406572741782785
2019,201,12.359946500389801
2019,202,14.862209941274338
2019,203,14.328499754962742
2019,204,13.43895786678099
2019,205,13.252291785243735
2019,206,13.885551741662084
2019,207,16.64047466847143
2019,208,24.907151093746297
2019,209,13.019521022902046
2019,210,24.64771897235337
2019,211,19.650433608671207
2019,212,23.472980306354227
2019,301,18.164767920257137
2019,302,28.586737571575586
2019,303,15.54422715325583
2019,304,17.426749801488754
2019,305,12.649328794252506
2019,306,34.18675237239563
2019,307,21.669991228410193
2019,308,17.771000305680428
2019,309,14.554561993474508
2019,310,24.107800657857066
2019,311,19.21656035719033
2019,312,15.820845261922821
2019,313,17.73860961659204
2019,314,15.606517151449319
2019,315,20.430265262057038
2019,316,12.320341010017245
2019,317,14.595733236248345
2019,318,17.459389792384044
2019,401,23.856461249864438
2019,402,23.29901065935275
2019,403,14.647185500774887
2019,404,15.77266446446369
2019,405,24.183019126821524
2019,406,21.636956589120786
2019,407,21.010593573154647
2019,408,20.729535552373534
2019,409,23.1435542250787
2019,410,19.896398317901312
2019,411,26.797800588144195
2019,412,16.279414507205782
2019,413,22.88267375209335
2019,414,17.189285528466055
2019,501,22.543243588969375
2019,502,20.30484940866646
2019,503,20.635257514748854
2020,101,32.40761478163493
2020,102,29.576271186440678
2020,103,19.408413140986784
2020,104,28.73432155074116
2020,105,24.31262729124236
2020,106,27.392665474060824
2020,107,30.709701774254434
2020,108,30.41480301452117
2020,109,21.78076318422181
2020,110,20.24968789013733
2020,111,22.459659834278238
2020,112,17.31282939859938
2020,201,13.173229736888578
2020,202,17.549064354176174
2020,203,13.50008869966294
2020,204,15.148626397434784
2020,205,14.923108053419668
2020,206,12.94987146529563
2020,207,17.423609176186496
2020,208,27.15143428952635
2020,209,13.2016632016632
2020,210,29.55532089639798
2020,211,22.559793148028444
2020,212,27.26353060192211
2020,301,17.651331719128326
2020,302,28.11391970719433
2020,303,18.32168995342648
2020,304,17.99782801856057
2020,305,16.03106258649854
2020,306,36.810498220640575
2020,307,25.672514619883042
2020,308,16.654863078375826
2020,309,15.916341722793334
2020,310,29.1429962668398
2020,311,22.260098858019436
2020,312,17.098419931645946
2020,313,20.587259455872598
2020,314,18.54257369209907
2020,315,24.541567007320435
2020,316,11.968641114982578
2020,317,16.90498887829679
2020,318,23.003042414842213
2020,401,29.35212107656751
2020,402,26.773622252317953
2020,403,18.422174840085287
2020,404,21.000219667569745
2020,405,27.74859168301791
2020,406,28.361965204070472
2020,407,23.90983176857456
2020,408,26.815692611545018
2020,409,27.096147620589196
2020,410,25.39722572509458
2020,411,32.984781033233254
2020,412,20.472116276672512
2020,413,25.516107823800127
2020,414,21.353544998806402
2020,501,25.448195576251454
2020,502,24.22346693824107
2020,503,26.406515439192564
